11,5,0,0,0
0.4893333333,0.02539702581,0.2091217733,193,0.1180506459,1
0.4,0.1513888889,0.2694444444,76,0.1420276685,0
0.583880597,0.02965852555,0.3003128298,10,0.1123827672,1
0.4835714286,0.04783549784,0.1372294372,0,0.05734519449,0
0.6477419355,0.06118035191,0.1934506354,279,0.0580337548,1
0,0,0,0,0.11215818903318901,0
0,0,0,2492,0,1
0.07759761856,0,0.04285714286,0.2142857143,0.52,1
0.09257028573,19,-0.03863636364,0.09621212121,0.35,1
0.08949227855,0,0.12,0.4,0.496,0
0.167542789,14,0,0,0,0
