15,5,0,0,0
0.02978165218,7,0,0,0,0
0.05869837375,1,0,0,0,0
0.1600992946,0,0.07647319849,0.2468566572,0.5205447471,0
0.04152097055,158,-0.03888888889,0.1972222222,0.355,1
-0.06777045004,0,0,0,0,0
0.0305238838,3,0,0,0,0
0.1126549308,0,0,0,0,0
0.09407579154,63,0,0,0,0
0.07949645711,5,0,0,0,0
0.03516753635,1365,0,0,0,1
0.1175716089,539,0.04593627158,0.2772787916,0.5165517241,1
0.09011680144,0,0,0,0,1
0.0898153953,6,0.008352758353,0.2268453768,0.4246153846,1
0.1560102969,4,0,0,0.5,1
0.1225361656,0,0.06078431373,0.2730392157,0.58,1
